ANO,GEO_COD,GEO_COD_DSG,NIVEL,NIVEL_DSG,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASSICOS_1OU2,N_EDIFICIOS_CLASSICOS_ISOLADOS ,N_EDIFICIOS_CLASSICOS_GEMIN,N_EDIFICIOS_CLASSICOS_EMBANDA,N_EDIFICIOS_CLASSICOS_3OUMAIS,N_EDIFICIOS_CLASSICOS_OUTROS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_PRINCIPAL_RESID,N_EDIFICIOS_PRINCIP_NAO_RESID,N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,.N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1919,N_EDIFICIOS_CONSTR_1919A1945,N_EDIFICIOS_CONSTR_1946A1960,N_EDIFICIOS_CONSTR_1961A1970,N_EDIFICIOS_CONSTR_1971A1980,N_EDIFICIOS_CONSTR_1981A1990,N_EDIFICIOS_CONSTR_1991A1995,N_EDIFICIOS_CONSTR_1996A2000,N_EDIFICIOS_CONSTR_2001A2005,N_EDIFICIOS_CONSTR_2006A2011,N_EDIFICIOS_ESTRUT_BETAO,N_EDIFICIOS_ESTRUT_COM_PLACA,N_EDIFICIOS_ESTRUT_SEM_PLACA,N_EDIFICIOS_ESTRUT_ADOBE_PEDRA,N_EDIFICIOS_ESTRUT_OUTRA,N_ALOJAMENTOS,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASSICOS,N_ALOJAMENTOS_FAM_N_CLASSICOS,N_ALOJAMENTOS_COLECTIVOS,N_CLASSICOS_RES_HABITUAL,N_ALOJAMENTOS_RES_HABITUAL,N_ALOJAMENTOS_VAGOS,N_RES_HABITUAL_COM_AGUA,N_RES_HABITUAL_COM_RETRETE,N_RES_HABITUAL_COM_ESGOTOS,N_RES_HABITUAL_COM_BANHO,N_RES_HABITUAL_AREA_50,N_RES_HABITUAL_AREA_50_100,N_RES_HABITUAL_AREA_100_200,N_RES_HABITUAL_AREA_200,N_RES_HABITUAL_1_2_DIV,N_RES_HABITUAL_3_4_DIV,N_RES_HABITUAL_ESTAC_1,N_RES_HABITUAL_ESTAC_2,N_RES_HABITUAL_ESTAC_3,N_RES_HABITUAL_PROP_OCUP,N_RES_HABITUAL_ARREND,N_FAMILIAS_CLASSICAS,N_FAMILIAS_INSTITUCIONAIS,N_FAMILIAS_CLASSICAS_1OU2_PESS,N_FAMILIAS_CLASSICAS_3OU4_PESS,N_FAMILIAS_CLASSICAS_NPES65,N_FAMILIAS_CLASSICAS_NPES14,N_FAMILIAS_CLASSIC_SEM_DESEMP,N_FAMILIAS_CLASSIC_1DESEMPREG,N_FAMILIAS_CLASS_2MAIS_DESEMP,N_NUCLEOS_FAMILIARES,N_NUCLEOS_1FILH_NAO_CASADO,N_NUCLEOS_2FILH_NAO_CASADO,N_NUCLEOS_FILH_INF_6ANOS,N_NUCLEOS_FILH_INF_15ANOS,N_NUCLEOS_FILH_MAIS_15ANOS,N_INDIVIDUOS_PRESENT,N_INDIVIDUOS_PRESENT_H,N_INDIVIDUOS_PRESENT_M,N_INDIVIDUOS_RESIDENT,N_INDIVIDUOS_RESIDENT_H,N_INDIVIDUOS_RESIDENT_M,N_INDIVIDUOS_RESIDENT_0A4,N_INDIVIDUOS_RESIDENT_5A9,N_INDIVIDUOS_RESIDENT_10A13,N_INDIVIDUOS_RESIDENT_14A19,N_INDIVIDUOS_RESIDENT_15A19,N_INDIVIDUOS_RESIDENT_20A24,N_INDIVIDUOS_RESIDENT_20A64,N_INDIVIDUOS_RESIDENT_25A64,N_INDIVIDUOS_RESIDENT_65,N_INDIVIDUOS_RESIDENT_H_0A4,N_INDIVIDUOS_RESIDENT_H_5A9,N_INDIVIDUOS_RESIDENT_H_10A13,N_INDIVIDUOS_RESIDENT_H_14A19,N_INDIVIDUOS_RESIDENT_H_15A19,N_INDIVIDUOS_RESIDENT_H_20A24,N_INDIVIDUOS_RESIDENT_H_20A64,N_INDIVIDUOS_RESIDENT_H_25A64,N_INDIVIDUOS_RESIDENT_H_65,N_INDIVIDUOS_RESIDENT_M_0A4,N_INDIVIDUOS_RESIDENT_M_5A9,N_INDIVIDUOS_RESIDENT_M_10A13,N_INDIVIDUOS_RESIDENT_M_14A19,N_INDIVIDUOS_RESIDENT_M_15A19,N_INDIVIDUOS_RESIDENT_M_20A24,N_INDIVIDUOS_RESIDENT_M_20A64,N_INDIVIDUOS_RESIDENT_M_25A64,N_INDIVIDUOS_RESIDENT_M_65,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_FENSINO_1BAS,N_IND_RESIDENT_FENSINO_2BAS,N_IND_RESIDENT_FENSINO_3BAS,N_IND_RESIDENT_FENSINO_SEC,N_IND_RESIDENT_FENSINO_POSSEC,N_IND_RESIDENT_FENSINO_SUP,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,N_IND_RESID_DESEMP_PROC_1EMPRG,N_IND_RESID_DESEMP_PROC_EMPRG,N_IND_RESID_EMPREGADOS,N_IND_RESID_PENS_REFORM,N_IND_RESID_SEM_ACT_ECON,N_IND_RESID_EMPREG_SECT_PRIM,N_IND_RESID_EMPREG_SECT_SEQ,N_IND_RESID_EMPREG_SECT_TERC,N_IND_RESID_ESTUD_MUN_RESID,N_IND_RESID_TRAB_MUN_RESID,
2011,11060100101, ,8,Subsecção,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,11060100102, ,8,Subsecção,28,28,0,28,0,0,0,28,0,0,28,0,0,0,0,26,1,1,0,0,0,0,0,0,3,25,0,0,28,28,28,0,0,20,20,6,20,20,20,20,3,9,7,1,0,7,3,2,0,18,1,20,0,10,9,11,3,17,3,0,19,8,2,3,3,9,53,26,27,54,26,28,3,1,1,1,1,1,31,30,17,2,0,1,1,1,1,15,14,7,1,1,0,0,0,0,16,16,10,2,0,0,1,1,0,1,15,6,10,10,0,4,1,2,21,18,25,0,6,15,5,15,0
2011,11060100103, ,8,Subsecção,20,20,0,17,3,0,0,20,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,20,20,20,0,0,18,18,1,18,18,18,18,2,7,9,0,0,3,2,0,0,18,0,18,0,15,3,10,2,18,0,0,11,5,0,1,2,3,33,14,19,34,14,20,1,0,1,0,0,0,17,17,15,1,0,0,0,0,0,8,8,5,0,0,1,0,0,0,9,9,10,2,0,1,0,0,0,0,13,1,3,3,0,9,0,0,14,17,18,0,1,13,1,13,0
2011,11060100104, ,8,Subsecção,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,4,2,2,4,2,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,2,2,0,0,2,0,2,0
2011,11060100105, ,8,Subsecção,23,23,0,23,0,0,0,23,0,0,22,0,1,0,1,17,0,1,1,0,0,3,0,0,5,18,0,0,23,23,23,0,0,21,21,2,21,21,21,21,3,11,7,0,0,6,9,0,0,21,0,21,0,17,3,13,2,20,1,0,13,5,1,1,2,6,41,16,25,41,16,25,1,2,1,1,1,0,20,20,16,0,0,0,0,0,0,9,9,7,1,2,1,1,1,0,11,11,9,1,1,1,0,2,0,0,19,2,6,4,0,4,0,1,15,19,21,0,3,12,3,11,0
2011,11060100106, ,8,Subsecção,14,14,0,5,9,0,0,14,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,2,12,0,0,14,14,14,0,0,12,12,1,12,12,12,11,3,6,3,0,1,4,1,1,0,7,3,12,0,8,2,5,3,11,1,0,10,0,3,2,3,1,35,18,17,32,17,15,2,3,1,2,1,2,16,14,8,2,2,0,1,1,1,8,7,4,0,1,1,1,0,1,8,7,4,0,4,1,2,0,0,1,8,6,2,7,1,2,0,1,9,12,15,0,4,5,8,4,1
2011,11060100107, ,8,Subsecção,25,24,2,14,8,1,0,24,1,0,24,1,0,2,4,18,0,0,0,0,0,1,0,1,3,21,0,0,29,29,29,0,0,19,19,7,19,19,19,19,14,5,0,0,4,6,3,1,2,0,19,19,0,14,3,11,5,16,2,1,14,4,3,1,5,6,45,22,23,46,22,24,1,4,2,2,2,1,23,22,14,0,2,1,2,2,1,12,11,5,1,2,1,0,0,0,11,11,9,2,4,3,1,1,0,0,15,12,6,2,2,0,0,5,15,13,19,0,3,12,10,12,0
2011,11060100108, ,8,Subsecção,5,4,1,3,0,0,1,4,0,1,5,0,0,0,1,4,0,0,0,0,0,0,0,0,2,3,0,0,5,4,4,0,1,4,4,0,4,4,4,4,0,2,0,2,0,0,3,1,0,4,0,4,1,1,3,1,0,4,0,0,3,2,1,0,0,3,40,30,10,40,30,10,0,0,0,1,1,6,38,32,1,0,0,0,0,0,5,29,24,1,0,0,0,1,1,1,9,8,0,29,0,0,0,1,0,2,2,0,2,1,0,6,0,0,3,5,37,0,0,3,2,1,1
2011,11060100109, ,8,Subsecção,7,7,2,1,4,0,0,6,0,1,7,0,0,0,0,6,1,0,0,0,0,0,0,0,1,6,0,0,7,7,7,0,0,3,3,3,3,3,3,3,0,2,1,0,0,1,0,0,0,2,0,3,0,0,2,0,2,1,1,1,3,0,2,1,2,2,15,8,7,15,8,7,2,1,2,3,3,0,7,7,0,0,1,1,2,2,0,4,4,0,2,0,1,1,1,0,3,3,0,0,1,3,1,0,0,2,4,3,1,1,0,3,0,3,4,0,3,0,1,3,7,3,1
2011,11060100110, ,8,Subsecção,31,30,1,13,16,1,0,31,0,0,30,1,0,0,0,27,0,0,0,1,0,1,2,0,7,24,0,0,33,33,33,0,0,27,27,3,27,27,27,27,3,18,5,1,0,11,4,2,0,22,1,28,0,14,11,9,8,26,2,0,21,10,2,4,8,10,69,37,32,73,41,32,5,2,2,8,5,3,41,38,15,3,2,1,3,2,1,25,24,7,2,0,1,5,3,2,16,14,8,2,3,1,4,5,1,3,15,5,15,16,0,9,1,1,27,16,32,0,2,25,18,19,1
2011,11060100111, ,8,Subsecção,8,8,0,8,0,0,0,8,0,0,7,1,0,0,1,3,2,0,0,0,2,0,0,0,4,4,0,0,8,8,8,0,0,8,8,0,8,8,8,8,1,2,4,1,0,1,4,2,0,8,0,8,0,4,4,4,0,8,0,0,6,3,1,0,0,4,20,10,10,19,9,10,0,0,0,1,1,3,11,8,7,0,0,0,0,0,2,6,4,3,0,0,0,1,1,1,5,4,4,0,0,0,0,0,0,3,1,1,1,5,0,10,0,0,6,7,13,0,0,6,2,5,0
2011,11060100112, ,8,Subsecção,6,6,0,6,0,0,0,6,0,0,5,1,0,0,2,2,1,0,0,0,1,0,0,0,2,4,0,0,6,6,6,0,0,5,5,1,5,5,5,4,1,3,1,0,0,2,1,0,0,5,0,5,0,3,2,4,0,4,1,0,3,0,2,0,0,2,11,3,8,11,3,8,0,0,0,1,1,1,5,4,5,0,0,0,0,0,0,2,2,1,0,0,0,1,1,1,3,2,4,0,0,0,0,1,0,0,2,1,1,1,0,5,1,0,2,4,8,0,0,2,1,0,0
2011,11060100113, ,8,Subsecção,40,40,0,0,40,0,0,40,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,40,40,40,0,0,25,25,14,25,25,25,25,3,19,3,0,0,3,0,0,0,1,24,25,0,22,2,22,0,25,0,0,10,4,0,0,0,5,41,17,24,41,18,23,0,0,0,0,0,1,13,12,28,0,0,0,0,0,1,8,7,10,0,0,0,0,0,0,5,5,18,5,0,0,0,0,0,0,24,3,2,2,1,0,0,0,8,30,33,0,1,7,0,3,0
2011,11060100114, ,8,Subsecção,48,48,2,1,45,0,0,48,0,0,48,0,0,0,0,48,0,0,0,0,0,0,0,0,0,48,0,0,48,48,48,0,0,29,29,17,29,29,29,29,7,20,2,0,1,2,1,0,0,1,28,29,0,23,4,22,3,27,2,0,21,5,2,2,3,6,63,26,37,63,27,36,3,1,1,1,1,1,26,25,31,1,0,1,1,1,0,12,12,12,2,1,0,0,0,1,14,13,19,5,2,0,0,1,0,0,28,4,8,3,0,2,0,2,14,31,42,0,1,13,4,11,0
2011,11060100115, ,8,Subsecção,2,2,0,2,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,2,2,0,0,2,2,0,2,2,2,2,0,0,2,0,0,1,1,0,0,1,1,2,0,2,0,1,0,2,0,0,1,0,0,0,0,0,4,1,3,3,1,2,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0
2011,11060100201, ,8,Subsecção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,11060100202, ,8,Subsecção,27,16,1,1,14,11,0,24,2,1,21,5,1,0,3,14,4,0,5,0,0,1,0,9,14,3,1,0,71,71,71,0,0,52,52,6,52,52,52,51,18,22,11,1,3,33,9,1,1,19,29,52,0,33,18,22,8,44,7,1,35,14,4,3,8,12,106,49,57,113,51,62,3,3,2,5,4,8,68,60,32,2,2,1,3,2,5,31,26,12,1,1,1,2,2,3,37,34,20,2,3,3,2,4,0,7,37,7,19,18,1,19,0,9,47,36,48,0,4,43,19,32,0
2011,11060100203, ,8,Subsecção,20,1,1,0,0,19,0,19,0,1,1,9,10,0,0,0,0,19,0,0,0,1,0,20,0,0,0,0,173,173,173,0,0,162,162,2,161,161,161,161,85,72,5,0,4,102,1,0,1,16,143,162,0,93,44,70,46,125,28,9,135,55,23,26,46,55,447,214,233,448,218,230,30,21,22,28,23,28,263,235,84,21,14,11,14,11,13,128,115,30,9,7,11,14,12,15,135,120,54,41,25,11,15,4,0,2,173,62,57,31,1,2,8,40,125,124,197,1,10,114,70,97,0
2011,11060100204, ,8,Subsecção,10,0,0,0,0,10,0,10,0,0,1,0,9,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,106,106,106,0,0,94,94,2,94,94,94,94,56,38,0,0,3,78,0,0,0,8,84,94,0,50,32,37,26,71,18,5,75,30,15,15,25,30,248,132,116,253,135,118,17,18,14,11,10,9,148,139,45,14,11,7,8,8,5,72,67,23,3,7,7,3,2,4,76,72,22,25,22,10,4,2,0,5,98,24,27,14,1,3,2,26,70,59,105,0,12,58,50,56,1
2011,11060100301, ,8,Subsecção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,11060100302, ,8,Subsecção,17,17,0,3,14,0,0,17,0,0,17,0,0,0,1,15,0,0,0,1,0,0,0,0,2,13,1,1,17,17,17,0,0,17,17,0,17,17,17,17,6,7,4,0,0,3,2,0,0,15,0,17,0,11,5,10,2,16,1,0,12,3,2,2,2,4,35,19,16,40,22,18,2,3,0,2,2,3,19,16,14,2,2,0,1,1,2,9,7,8,0,1,0,1,1,1,10,9,6,3,2,0,1,2,0,1,11,3,9,4,0,5,0,1,16,14,18,0,4,12,7,12,1
2011,11060100303, ,8,Subsecção,20,20,0,7,13,0,0,20,0,0,20,0,0,0,1,19,0,0,0,0,0,0,0,0,3,17,0,0,20,20,20,0,0,14,14,4,14,14,14,14,4,6,3,1,0,4,1,0,0,12,1,14,0,8,5,11,1,12,2,0,8,3,2,0,1,4,32,10,22,34,11,23,0,0,0,2,1,1,19,18,13,0,0,0,0,0,0,8,8,3,0,0,0,2,1,1,11,10,10,2,0,0,0,1,0,2,11,3,5,6,0,6,0,2,10,14,21,0,3,7,2,6,0
2011,11060100304, ,8,Subsecção,6,5,0,2,3,0,1,6,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,1,5,0,0,6,6,6,0,0,5,5,1,5,5,5,5,1,3,1,0,0,1,2,0,0,5,0,5,0,2,1,5,1,5,0,0,5,1,2,0,1,3,18,7,11,18,7,11,0,0,1,1,1,1,8,7,8,0,0,0,1,1,0,3,3,3,0,0,1,0,0,1,5,4,5,4,0,1,0,0,1,1,6,0,2,4,0,0,0,0,4,10,13,0,1,3,3,3,0
2011,11060100305, ,8,Subsecção,66,66,3,10,53,0,0,66,0,0,66,0,0,0,2,63,0,0,0,1,0,0,0,3,1,59,3,0,66,66,66,0,0,58,58,3,58,58,58,57,21,25,11,1,4,21,4,1,1,36,20,59,0,34,18,29,15,47,12,0,51,22,7,5,15,23,158,76,82,158,76,82,6,10,5,8,7,4,89,85,40,3,5,3,6,6,2,44,42,15,3,5,2,2,1,2,45,43,25,4,11,7,4,5,0,3,60,21,33,12,0,6,2,10,56,45,68,0,10,46,30,49,0
2011,11060100306, ,8,Subsecção,31,31,1,8,22,0,0,29,2,0,31,0,0,0,2,29,0,0,0,0,0,0,0,1,1,29,0,0,31,31,31,0,0,29,29,1,29,29,29,29,4,13,12,0,0,3,2,1,0,26,1,29,0,17,10,16,4,26,2,1,23,10,3,2,4,9,62,25,37,69,29,40,2,0,3,4,4,4,39,35,21,1,0,1,3,3,2,18,16,6,1,0,2,1,1,2,21,19,15,5,0,1,3,2,0,2,22,7,10,8,1,8,0,4,23,26,37,1,3,19,7,15,0
2011,11060100307, ,8,Subsecção,8,8,0,2,6,0,0,8,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,8,8,8,0,0,8,8,0,8,8,8,8,2,4,2,0,0,0,2,0,0,8,0,8,0,4,3,4,4,7,1,0,5,1,2,1,4,2,23,11,12,23,11,12,0,2,2,2,0,3,13,10,4,0,1,1,0,0,3,8,5,1,0,1,1,2,0,0,5,5,3,0,1,2,3,0,0,1,7,5,5,2,0,2,0,1,10,5,6,0,3,7,7,8,0
2011,11060100308, ,8,Subsecção,23,23,0,3,20,0,0,23,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,0,0,23,23,23,0,0,21,21,1,21,21,21,21,7,9,5,0,0,11,7,1,0,18,3,22,0,15,5,8,3,21,1,0,19,8,2,2,3,8,53,28,25,53,28,25,1,2,1,2,2,4,37,33,10,0,1,1,1,1,4,18,14,7,1,1,0,1,1,0,19,19,3,3,0,2,0,2,0,2,17,9,13,5,0,2,1,0,25,14,23,0,4,21,6,21,1
2011,11060100309, ,8,Subsecção,22,22,0,0,22,0,0,22,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,1,21,0,0,22,22,22,0,0,18,18,0,18,18,18,18,1,7,9,1,0,6,3,1,0,16,1,18,0,13,4,11,0,18,0,0,12,2,1,0,0,4,34,13,21,38,15,23,0,0,0,3,3,3,19,16,16,0,0,0,1,1,1,9,8,5,0,0,0,2,2,2,10,8,11,4,0,0,2,1,0,1,13,3,6,5,0,7,0,0,15,18,23,0,0,15,3,11,0
2011,11060100310, ,8,Subsecção,24,24,0,6,18,0,0,23,1,0,21,3,0,0,1,23,0,0,0,0,0,0,0,2,1,19,2,0,24,24,24,0,0,18,18,1,18,18,18,18,5,10,3,0,0,1,0,1,0,16,1,18,0,8,9,11,4,14,4,0,18,11,1,2,4,9,50,25,25,51,26,25,2,0,1,3,2,2,27,25,18,1,0,1,2,2,1,16,15,6,1,0,0,1,0,1,11,10,12,1,0,2,1,1,0,1,21,9,12,4,0,0,1,3,16,19,27,0,6,10,4,11,1
2011,11060100311, ,8,Subsecção,25,25,1,7,17,0,0,25,0,0,25,0,0,0,3,21,0,0,0,0,0,0,1,2,1,21,0,1,25,25,25,0,0,22,22,0,22,22,22,22,4,12,6,0,0,5,1,0,0,20,1,22,0,12,8,15,3,20,2,0,20,5,5,1,3,8,59,28,31,59,28,31,1,1,2,4,4,2,28,26,23,0,0,2,1,1,1,16,15,9,1,1,0,3,3,1,12,11,14,1,1,2,1,3,0,1,27,5,16,7,0,1,0,2,20,25,33,0,2,18,8,13,0
2011,11060100312, ,8,Subsecção,24,24,3,7,14,0,0,24,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,4,5,15,0,0,24,24,24,0,0,20,20,2,20,20,20,20,3,9,7,1,0,6,3,0,0,18,1,20,0,12,8,14,3,18,2,0,16,7,1,2,3,5,47,26,21,47,26,21,1,1,2,0,0,0,21,21,22,1,1,2,0,0,0,12,12,10,0,0,0,0,0,0,9,9,12,1,1,1,0,0,0,0,20,4,9,4,0,5,0,2,16,24,25,0,3,13,3,14,1
2011,11060100313, ,8,Subsecção,22,22,0,8,14,0,0,22,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,1,20,1,0,22,22,22,0,0,18,18,2,18,18,18,18,2,12,4,0,0,3,3,0,0,17,1,18,0,8,10,13,2,15,3,0,16,6,3,0,2,8,48,23,25,49,24,25,0,1,1,3,2,2,26,24,18,0,0,1,3,2,1,13,12,7,0,1,0,0,0,1,13,12,11,5,1,1,3,1,1,1,11,4,11,10,1,4,0,3,15,18,28,0,4,11,7,12,0
2011,11060100401, ,8,Subsecção,5,0,0,0,0,5,0,5,0,0,0,4,1,0,0,0,0,0,0,0,0,5,0,3,2,0,0,0,45,45,45,0,0,43,43,1,43,43,43,43,6,31,6,0,0,26,0,0,0,1,42,45,0,15,18,5,19,28,10,7,50,12,13,11,20,14,160,73,87,162,75,87,14,13,8,20,16,17,101,84,6,9,7,3,8,6,9,47,38,1,5,6,5,12,10,8,54,46,5,44,15,10,1,0,0,0,49,13,9,2,0,0,15,10,33,12,65,0,1,32,29,32,0
2011,11060100402, ,8,Subsecção,8,6,0,6,0,2,0,7,1,0,7,1,0,1,7,0,0,0,0,0,0,0,0,1,2,5,0,0,18,18,18,0,0,12,12,5,12,12,12,12,6,3,3,0,1,7,0,0,0,5,7,14,0,13,1,7,1,13,1,0,8,2,0,1,1,1,22,11,11,23,11,12,1,0,0,0,0,1,12,11,10,1,0,0,0,0,1,6,5,4,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,9,2,4,3,0,4,0,1,8,10,13,0,1,7,0,5,0
2011,11060100403, ,8,Subsecção,11,4,0,3,1,7,0,11,0,0,3,6,2,0,3,1,4,0,0,0,2,0,1,3,5,3,0,0,125,125,125,0,0,113,113,4,113,113,113,113,51,60,2,0,12,75,0,1,1,12,100,113,0,56,41,36,36,73,23,17,93,38,19,21,37,39,305,156,149,324,167,157,25,20,17,21,18,23,199,176,42,12,12,8,9,7,13,109,96,17,13,8,9,12,11,10,90,80,25,33,19,8,12,5,0,1,100,45,46,19,1,5,13,48,96,55,102,0,19,77,59,80,1
2011,11060100404, ,8,Subsecção,9,8,0,8,0,1,0,9,0,0,8,1,0,5,4,0,0,0,0,0,0,0,0,0,0,9,0,0,14,14,14,0,0,8,8,5,7,8,8,7,4,2,1,1,1,2,1,0,0,3,5,10,0,6,4,4,2,9,1,0,6,3,1,2,2,2,25,11,14,21,8,13,1,1,1,0,0,0,14,14,4,0,0,1,0,0,0,6,6,1,1,1,0,0,0,0,8,8,3,0,0,1,1,1,0,0,10,2,2,2,0,0,0,1,9,6,8,0,1,8,4,6,0
2011,11060100405, ,8,Subsecção,4,0,0,0,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,56,56,56,0,0,48,48,4,48,48,48,48,11,28,9,0,1,31,0,0,0,31,15,49,0,32,12,28,12,40,9,0,33,13,4,6,12,11,114,49,65,117,51,66,7,9,7,3,3,4,53,49,38,4,4,6,1,1,1,24,23,12,3,5,1,2,2,3,29,26,26,9,9,3,3,2,0,2,33,18,19,11,1,5,2,7,34,42,51,0,4,30,22,31,0
2011,11060100406, ,8,Subsecção,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,28,28,28,0,0,25,25,1,25,25,25,25,8,14,3,0,0,20,0,0,0,16,7,25,0,12,10,11,7,17,8,0,18,7,3,4,7,8,59,26,33,64,29,35,4,1,4,4,4,8,36,28,15,2,1,1,4,4,3,17,14,4,2,0,3,0,0,5,19,14,11,2,1,1,3,3,1,3,14,8,13,8,1,6,0,8,25,14,22,0,2,23,14,21,0
2011,11060100407, ,8,Subsecção,17,6,0,5,1,11,0,11,5,1,10,6,1,2,10,0,3,0,0,0,0,0,2,5,2,10,0,0,64,64,64,0,0,47,47,6,47,47,47,46,13,28,6,0,2,30,0,0,3,20,23,50,0,37,8,20,9,46,4,0,29,11,3,7,9,9,94,35,59,106,41,65,6,4,3,4,4,9,63,54,26,4,1,1,0,0,2,24,22,11,2,3,2,4,4,7,39,32,15,5,4,1,1,2,0,8,34,11,13,19,2,7,1,3,41,35,48,0,5,36,18,27,0
2011,11060100501, ,8,Subsecção,26,26,4,3,19,0,0,25,1,0,25,1,0,0,0,21,5,0,0,0,0,0,0,0,7,19,0,0,26,26,26,0,0,19,19,4,19,19,19,19,8,8,3,0,2,11,4,0,0,10,8,19,0,14,4,10,2,16,3,0,10,5,0,1,2,5,37,14,23,37,14,23,1,1,1,1,1,4,21,17,12,1,0,1,0,0,3,9,6,3,0,1,0,1,1,1,12,11,9,1,1,1,0,2,0,1,12,4,7,6,0,4,1,2,16,13,15,0,1,15,4,11,0
2011,11060100502, ,8,Subsecção,29,29,0,0,29,0,0,29,0,0,29,0,0,0,0,29,0,0,0,0,0,0,0,1,10,18,0,0,29,29,29,0,0,23,23,5,23,23,23,23,0,10,13,0,0,4,1,0,0,21,2,23,0,10,12,13,6,21,2,0,19,7,4,2,6,7,55,24,31,60,26,34,2,3,3,3,3,3,30,27,19,0,2,2,1,1,1,13,12,8,2,1,1,2,2,2,17,15,11,2,3,2,2,3,0,4,16,6,8,9,1,12,0,2,22,20,28,0,2,20,11,15,0
2011,11060100503, ,8,Subsecção,48,48,1,0,47,0,0,48,0,0,47,1,0,0,1,47,0,0,0,0,0,0,0,0,16,32,0,0,48,48,48,0,0,38,38,5,38,38,38,37,4,19,15,0,0,12,6,2,0,33,3,39,0,13,19,20,14,32,6,1,37,16,11,10,14,16,111,46,65,118,51,67,10,3,6,3,3,9,71,62,25,4,0,3,1,1,4,34,30,9,6,3,3,2,2,5,37,32,16,6,1,2,5,1,0,7,21,17,16,20,1,17,4,4,55,25,36,0,10,45,21,40,0
