ANO,GEO_COD,GEO_COD_DSG,NIVEL,NIVEL_DSG,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASSICOS_1OU2,N_EDIFICIOS_CLASSICOS_ISOLADOS ,N_EDIFICIOS_CLASSICOS_GEMIN,N_EDIFICIOS_CLASSICOS_EMBANDA,N_EDIFICIOS_CLASSICOS_3OUMAIS,N_EDIFICIOS_CLASSICOS_OUTROS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_PRINCIPAL_RESID,N_EDIFICIOS_PRINCIP_NAO_RESID,N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,.N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1919,N_EDIFICIOS_CONSTR_1919A1945,N_EDIFICIOS_CONSTR_1946A1960,N_EDIFICIOS_CONSTR_1961A1970,N_EDIFICIOS_CONSTR_1971A1980,N_EDIFICIOS_CONSTR_1981A1990,N_EDIFICIOS_CONSTR_1991A1995,N_EDIFICIOS_CONSTR_1996A2000,N_EDIFICIOS_CONSTR_2001A2005,N_EDIFICIOS_CONSTR_2006A2011,N_EDIFICIOS_ESTRUT_BETAO,N_EDIFICIOS_ESTRUT_COM_PLACA,N_EDIFICIOS_ESTRUT_SEM_PLACA,N_EDIFICIOS_ESTRUT_ADOBE_PEDRA,N_EDIFICIOS_ESTRUT_OUTRA,N_ALOJAMENTOS,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASSICOS,N_ALOJAMENTOS_FAM_N_CLASSICOS,N_ALOJAMENTOS_COLECTIVOS,N_CLASSICOS_RES_HABITUAL,N_ALOJAMENTOS_RES_HABITUAL,N_ALOJAMENTOS_VAGOS,N_RES_HABITUAL_COM_AGUA,N_RES_HABITUAL_COM_RETRETE,N_RES_HABITUAL_COM_ESGOTOS,N_RES_HABITUAL_COM_BANHO,N_RES_HABITUAL_AREA_50,N_RES_HABITUAL_AREA_50_100,N_RES_HABITUAL_AREA_100_200,N_RES_HABITUAL_AREA_200,N_RES_HABITUAL_1_2_DIV,N_RES_HABITUAL_3_4_DIV,N_RES_HABITUAL_ESTAC_1,N_RES_HABITUAL_ESTAC_2,N_RES_HABITUAL_ESTAC_3,N_RES_HABITUAL_PROP_OCUP,N_RES_HABITUAL_ARREND,N_FAMILIAS_CLASSICAS,N_FAMILIAS_INSTITUCIONAIS,N_FAMILIAS_CLASSICAS_1OU2_PESS,N_FAMILIAS_CLASSICAS_3OU4_PESS,N_FAMILIAS_CLASSICAS_NPES65,N_FAMILIAS_CLASSICAS_NPES14,N_FAMILIAS_CLASSIC_SEM_DESEMP,N_FAMILIAS_CLASSIC_1DESEMPREG,N_FAMILIAS_CLASS_2MAIS_DESEMP,N_NUCLEOS_FAMILIARES,N_NUCLEOS_1FILH_NAO_CASADO,N_NUCLEOS_2FILH_NAO_CASADO,N_NUCLEOS_FILH_INF_6ANOS,N_NUCLEOS_FILH_INF_15ANOS,N_NUCLEOS_FILH_MAIS_15ANOS,N_INDIVIDUOS_PRESENT,N_INDIVIDUOS_PRESENT_H,N_INDIVIDUOS_PRESENT_M,N_INDIVIDUOS_RESIDENT,N_INDIVIDUOS_RESIDENT_H,N_INDIVIDUOS_RESIDENT_M,N_INDIVIDUOS_RESIDENT_0A4,N_INDIVIDUOS_RESIDENT_5A9,N_INDIVIDUOS_RESIDENT_10A13,N_INDIVIDUOS_RESIDENT_14A19,N_INDIVIDUOS_RESIDENT_15A19,N_INDIVIDUOS_RESIDENT_20A24,N_INDIVIDUOS_RESIDENT_20A64,N_INDIVIDUOS_RESIDENT_25A64,N_INDIVIDUOS_RESIDENT_65,N_INDIVIDUOS_RESIDENT_H_0A4,N_INDIVIDUOS_RESIDENT_H_5A9,N_INDIVIDUOS_RESIDENT_H_10A13,N_INDIVIDUOS_RESIDENT_H_14A19,N_INDIVIDUOS_RESIDENT_H_15A19,N_INDIVIDUOS_RESIDENT_H_20A24,N_INDIVIDUOS_RESIDENT_H_20A64,N_INDIVIDUOS_RESIDENT_H_25A64,N_INDIVIDUOS_RESIDENT_H_65,N_INDIVIDUOS_RESIDENT_M_0A4,N_INDIVIDUOS_RESIDENT_M_5A9,N_INDIVIDUOS_RESIDENT_M_10A13,N_INDIVIDUOS_RESIDENT_M_14A19,N_INDIVIDUOS_RESIDENT_M_15A19,N_INDIVIDUOS_RESIDENT_M_20A24,N_INDIVIDUOS_RESIDENT_M_20A64,N_INDIVIDUOS_RESIDENT_M_25A64,N_INDIVIDUOS_RESIDENT_M_65,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_FENSINO_1BAS,N_IND_RESIDENT_FENSINO_2BAS,N_IND_RESIDENT_FENSINO_3BAS,N_IND_RESIDENT_FENSINO_SEC,N_IND_RESIDENT_FENSINO_POSSEC,N_IND_RESIDENT_FENSINO_SUP,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,N_IND_RESID_DESEMP_PROC_1EMPRG,N_IND_RESID_DESEMP_PROC_EMPRG,N_IND_RESID_EMPREGADOS,N_IND_RESID_PENS_REFORM,N_IND_RESID_SEM_ACT_ECON,N_IND_RESID_EMPREG_SECT_PRIM,N_IND_RESID_EMPREG_SECT_SEQ,N_IND_RESID_EMPREG_SECT_TERC,N_IND_RESID_ESTUD_MUN_RESID,N_IND_RESID_TRAB_MUN_RESID,
2011,11063300501, ,8,Subsecção,24,0,0,0,0,24,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,257,257,257,0,0,225,225,30,225,225,225,223,7,171,47,0,0,114,1,0,1,4,217,226,0,74,79,37,123,169,47,10,202,52,52,64,120,95,794,399,395,811,409,402,66,99,72,85,75,68,443,375,46,32,50,41,51,45,30,221,191,14,34,49,31,34,30,38,222,184,32,85,121,39,35,35,2,7,204,104,116,36,3,8,19,48,154,54,343,0,33,121,229,123,1
2011,11063300502, ,8,Subsecção,11,0,0,0,0,11,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,101,101,101,0,0,89,89,12,89,89,89,89,2,66,21,0,0,44,0,1,0,2,84,89,0,35,31,20,44,74,10,5,82,25,21,23,44,37,294,140,154,299,144,155,23,29,26,33,25,22,163,141,25,15,11,10,19,14,12,76,64,13,8,18,16,14,11,10,87,77,12,31,37,19,13,12,2,3,76,49,35,16,0,3,6,14,58,30,135,0,14,44,82,48,0
2011,11063300601, ,8,Subsecção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,11063300602, ,8,Subsecção,6,0,0,0,0,6,0,6,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,33,33,33,0,0,28,28,2,28,28,28,28,0,1,6,21,0,6,0,6,21,26,1,28,0,14,12,9,6,26,2,0,26,10,4,4,6,10,68,32,36,76,36,40,5,4,1,6,5,6,49,43,11,3,2,0,4,3,2,21,19,6,2,2,1,2,2,4,28,24,5,0,4,2,2,4,0,3,6,2,11,10,2,34,0,2,38,11,25,0,6,32,17,24,0
2011,11063300603, ,8,Subsecção,6,0,0,0,0,6,0,3,3,0,0,0,6,0,0,0,0,0,0,0,5,1,0,6,0,0,0,0,66,66,66,0,0,46,46,13,46,46,46,46,0,1,40,5,0,8,6,33,7,42,2,46,0,20,24,7,19,43,2,1,40,8,16,11,19,13,129,65,64,134,67,67,14,5,9,11,8,7,86,79,9,8,3,6,5,3,3,39,36,6,6,2,3,6,5,4,47,43,3,0,6,4,7,6,0,14,6,10,13,19,1,64,0,4,68,13,31,0,11,57,41,42,0
2011,11063300604, ,8,Subsecção,7,0,0,0,0,7,0,1,6,0,0,0,7,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,138,138,138,0,0,104,104,17,104,104,104,104,0,13,79,12,0,19,19,73,12,92,6,104,0,51,45,9,44,97,7,0,82,20,26,28,43,14,269,131,138,280,140,140,26,39,9,14,12,7,181,174,11,14,18,4,7,6,7,90,83,7,12,21,5,7,6,0,91,91,4,1,26,7,7,9,0,25,8,9,13,29,3,150,1,6,158,11,39,2,26,130,89,109,0
2011,11063300605, ,8,Subsecção,17,0,0,0,0,17,0,17,0,0,0,7,10,0,0,0,0,0,0,0,11,6,0,17,0,0,0,0,159,159,159,0,0,122,122,12,122,122,122,122,0,10,90,22,0,22,18,77,27,108,8,122,0,54,52,20,49,114,8,0,95,26,29,22,49,34,328,154,174,350,165,185,17,41,30,24,20,21,210,189,28,10,26,15,8,7,4,96,92,10,7,15,15,16,13,17,114,97,18,0,33,15,17,16,1,28,23,19,25,40,3,179,2,6,167,34,83,1,26,140,108,127,0
2011,11063300606, ,8,Subsecção,7,0,0,0,0,7,0,1,6,0,0,0,7,0,0,0,0,0,0,0,2,5,0,5,2,0,0,0,140,140,140,0,0,108,108,20,108,108,108,108,0,32,69,7,0,56,42,42,23,90,14,108,0,61,42,11,34,102,6,0,78,23,20,15,34,22,253,122,131,265,130,135,14,17,18,23,19,5,179,174,14,7,6,9,11,8,4,89,85,8,7,11,9,12,11,1,90,89,6,0,14,8,13,12,1,26,10,18,17,24,4,157,2,4,157,18,49,0,21,136,76,108,0
2011,11063300607, ,8,Subsecção,6,0,0,0,0,6,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,145,145,145,0,0,117,117,7,117,117,117,117,0,12,104,1,0,25,16,94,7,107,9,117,0,49,57,16,60,112,5,0,98,39,27,38,60,19,312,150,162,333,166,167,38,40,18,14,11,11,199,188,24,15,22,11,9,8,6,96,90,13,23,18,7,5,3,5,103,98,11,4,28,12,6,10,0,10,18,12,25,33,2,151,0,5,177,24,52,0,25,152,91,121,0
2011,11063300701, ,8,Subsecção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,11063300702, ,8,Subsecção,19,0,0,0,0,19,0,19,0,0,0,0,19,0,0,0,1,18,0,0,0,0,0,19,0,0,0,0,190,190,190,0,0,164,164,9,164,164,164,163,6,149,9,0,0,64,1,0,1,128,25,166,0,94,65,93,28,145,21,0,117,58,16,10,26,57,374,171,203,397,184,213,10,13,9,11,10,21,217,196,137,5,7,4,3,3,11,116,105,49,5,6,5,8,7,10,101,91,88,21,10,5,10,14,0,8,130,48,72,59,6,23,4,17,156,139,187,0,19,137,46,121,0
2011,11063300703, ,8,Subsecção,10,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,9,0,0,0,1,100,100,100,0,0,91,91,6,91,91,91,91,1,86,3,1,0,21,1,0,0,69,14,92,0,61,31,42,18,80,9,3,68,30,10,5,17,26,199,97,102,206,99,107,5,7,6,9,6,8,121,113,58,4,4,3,5,4,6,62,56,21,1,3,3,4,2,2,59,57,37,14,8,7,4,5,1,6,81,17,22,27,1,22,2,13,76,75,94,0,8,68,29,58,0
2011,11063300801, ,8,Subsecção,4,2,2,0,0,1,1,1,0,3,4,0,0,0,0,1,2,1,0,0,0,0,0,4,0,0,0,0,4,2,2,0,2,2,2,0,1,1,1,1,2,0,0,0,1,1,0,0,0,0,1,2,1,1,1,1,0,2,0,0,1,0,0,0,0,0,19,4,15,16,2,14,0,0,0,0,0,1,7,6,9,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,6,6,8,2,0,0,1,0,0,0,3,5,3,1,0,1,0,0,4,10,12,0,0,4,1,4,0
2011,11063300802, ,8,Subsecção,12,12,0,12,0,0,0,12,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,12,12,0,0,7,7,4,7,7,7,7,0,1,3,3,0,0,2,1,2,7,0,7,0,1,3,2,4,6,1,0,7,1,3,2,4,3,27,10,17,28,10,18,1,3,1,4,3,1,16,15,3,1,1,0,1,1,0,6,6,1,0,2,1,3,2,1,10,9,2,0,2,0,2,1,0,2,2,2,3,6,0,10,0,1,16,3,5,0,2,14,8,13,0
2011,11063300803, ,8,Subsecção,67,43,1,42,0,24,0,66,1,0,43,19,5,0,0,1,66,0,0,0,0,0,0,67,0,0,0,0,272,272,272,0,0,232,232,23,231,231,231,231,24,155,48,5,4,99,23,7,7,206,12,232,0,164,57,138,30,203,27,2,154,59,24,13,30,64,487,216,271,502,227,275,15,15,17,20,18,20,253,233,182,11,10,9,13,12,9,116,107,68,4,5,8,7,6,11,137,126,114,22,13,10,13,14,3,27,126,32,74,100,4,95,8,23,166,198,256,0,23,143,72,118,0
2011,11063300901, ,8,Subsecção,8,0,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,80,79,79,0,1,65,65,12,65,65,65,65,0,3,47,15,0,8,3,30,31,58,7,65,1,16,44,5,39,65,0,0,61,22,23,22,39,14,231,102,129,229,110,119,23,29,10,12,9,8,129,121,26,8,17,3,7,6,6,64,58,11,15,12,7,5,3,2,65,63,15,1,20,5,8,5,0,12,10,10,12,29,0,113,0,0,114,33,50,0,17,97,63,76,0
2011,11063300902, ,8,Subsecção,2,0,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,178,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,11063300903, ,8,Subsecção,10,0,0,0,0,10,0,1,9,0,0,0,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,139,139,139,0,0,117,117,13,117,117,117,117,0,20,85,12,0,29,23,57,37,108,5,117,0,54,53,11,54,113,3,1,92,29,29,33,54,21,317,158,159,321,165,156,33,39,12,18,14,10,202,192,17,17,27,6,8,6,8,101,93,6,16,12,6,10,8,2,101,99,11,1,27,5,12,9,1,20,10,13,15,36,3,167,1,4,180,16,48,0,12,168,90,140,1
2011,11063300904, ,8,Subsecção,11,0,0,0,0,11,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,154,154,154,0,0,137,137,7,137,137,137,137,0,15,118,4,0,30,17,88,32,132,2,137,0,38,93,5,87,133,3,1,120,47,49,60,87,21,398,193,205,412,205,207,63,48,22,16,12,9,257,248,6,37,24,17,9,7,3,116,113,2,26,24,5,7,5,6,141,135,4,0,40,15,11,9,0,26,18,14,20,45,1,201,1,4,230,14,40,0,27,203,125,173,0
2011,11063301001, ,8,Subsecção,15,0,0,0,0,15,0,15,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,270,270,270,0,0,221,221,27,221,220,221,220,26,176,19,0,1,127,0,1,1,170,43,223,0,147,67,115,37,193,27,3,154,63,21,16,37,59,475,222,253,500,239,261,14,17,14,30,27,26,268,242,157,8,13,8,20,18,14,132,118,58,6,4,6,10,9,12,136,124,99,21,14,8,21,19,0,15,172,69,80,57,2,41,3,31,190,172,228,0,21,169,75,163,0
2011,11063301101, ,8,Subsecção,7,0,0,0,0,7,0,7,0,0,0,1,6,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,282,282,282,0,0,242,242,3,242,242,242,242,35,155,52,0,1,144,3,1,3,184,39,247,0,180,58,102,30,220,24,3,169,62,16,13,30,62,501,221,280,520,231,289,13,10,10,24,18,21,324,303,139,6,5,2,9,7,10,146,136,63,7,5,8,15,11,11,178,167,76,14,13,4,20,18,0,23,146,70,95,87,5,62,3,27,218,162,233,0,14,204,77,174,0
2011,11063301201, ,8,Subsecção,13,0,0,0,0,13,0,12,1,0,2,0,11,0,0,1,12,0,0,0,0,0,0,13,0,0,0,0,220,220,220,0,0,166,166,8,166,166,166,166,20,121,23,2,2,81,1,1,2,114,42,166,0,129,36,97,16,157,9,0,93,35,8,6,15,32,302,131,171,313,140,173,6,8,5,6,6,8,154,146,134,4,3,3,3,3,3,74,71,53,2,5,2,3,3,5,80,75,81,13,9,1,5,3,0,12,84,29,38,53,5,63,1,8,110,130,175,0,9,101,29,86,0
2011,11063301202, ,8,Subsecção,12,9,5,4,0,3,0,5,2,5,11,1,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,22,22,22,0,0,18,18,3,18,18,18,18,4,9,5,0,1,8,5,1,0,8,8,18,0,12,6,12,0,17,1,0,10,6,0,0,0,6,37,17,20,37,17,20,0,0,0,0,0,5,20,15,17,0,0,0,0,0,2,11,9,6,0,0,0,0,0,3,9,6,11,1,0,0,0,0,0,2,12,3,10,5,1,3,1,0,16,18,20,0,2,14,2,16,0
2011,11063301203, ,8,Subsecção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,11063301204, ,8,Subsecção,12,8,8,0,0,4,0,0,7,5,7,5,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,32,32,32,0,0,22,22,1,22,22,22,21,6,15,1,0,1,12,2,0,0,4,18,22,0,17,5,11,3,21,1,0,12,3,4,2,3,5,45,17,28,43,14,29,2,2,0,2,2,4,22,18,15,0,1,0,0,0,2,8,6,5,2,1,0,2,2,2,14,12,10,4,2,0,1,2,0,1,16,3,6,3,0,6,0,1,18,14,20,0,1,17,5,13,0
2011,11063301301, ,8,Subsecção,8,0,0,0,0,8,0,6,2,0,0,0,8,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,213,213,212,1,0,192,193,16,192,192,192,189,28,137,26,1,4,99,2,0,1,25,161,194,0,78,77,59,75,133,48,13,165,64,47,42,82,91,563,251,312,603,269,334,48,32,42,59,51,49,350,301,72,24,15,18,32,27,21,153,132,27,24,17,24,27,24,28,197,169,45,57,42,18,37,32,2,9,157,99,103,45,4,11,18,59,179,88,217,0,27,152,146,149,0
2011,11063301302, ,8,Subsecção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,11063301303, ,8,Subsecção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,11063301401, ,8,Subsecção,48,48,0,48,0,0,0,47,1,0,31,17,0,0,17,26,1,0,1,2,0,1,0,47,0,0,0,1,48,48,48,0,0,35,35,2,35,35,35,35,2,13,19,1,0,1,19,10,1,31,2,35,0,20,14,18,10,35,0,0,29,10,5,4,10,10,85,33,52,88,34,54,5,3,5,5,4,3,44,41,26,2,2,3,1,1,0,17,17,9,3,1,2,4,3,3,27,24,17,1,3,2,4,6,0,3,12,9,14,13,1,28,0,0,37,27,37,0,5,32,15,23,0
2011,11063301402, ,8,Subsecção,48,48,1,47,0,0,0,48,0,0,22,26,0,0,16,25,0,0,2,1,0,3,1,48,0,0,0,0,48,48,48,0,0,42,42,1,42,42,42,42,1,8,30,3,0,3,17,13,4,34,4,43,0,16,23,22,12,36,6,1,37,13,7,6,12,14,118,55,63,122,56,66,5,7,5,6,5,6,66,60,33,0,4,2,3,2,3,30,27,17,5,3,3,3,3,3,36,33,16,1,7,2,6,3,0,9,10,12,15,28,0,39,2,6,48,27,48,0,7,41,24,41,0
2011,11063301403, ,8,Subsecção,42,41,0,41,0,1,0,42,0,0,17,25,0,0,13,10,0,3,5,0,1,7,3,42,0,0,0,0,44,44,44,0,0,34,34,4,34,34,34,34,0,9,20,5,0,2,15,9,6,26,3,34,0,19,13,12,9,33,1,0,28,7,6,5,8,8,83,37,46,87,39,48,4,6,2,3,2,2,56,54,16,2,3,2,1,1,2,24,22,7,2,3,0,2,1,0,32,32,9,2,3,2,1,1,0,5,10,2,15,20,1,25,0,1,38,25,35,0,4,34,17,29,0
2011,11063301404, ,8,Subsecção,13,8,3,5,0,5,0,4,4,5,3,10,0,0,8,2,0,0,0,0,0,2,1,13,0,0,0,0,33,33,33,0,0,25,25,1,25,25,25,25,3,14,6,2,0,12,8,0,1,8,17,25,0,12,11,11,9,20,5,0,21,5,7,3,9,7,65,32,33,68,34,34,4,5,4,6,6,2,32,30,17,2,1,4,4,4,2,17,15,6,2,4,0,2,2,0,15,15,11,0,4,2,3,3,0,2,19,8,16,6,2,7,0,5,28,14,22,1,5,22,16,19,0
2011,11063301405, ,8,Subsecção,57,57,1,56,0,0,0,57,0,0,38,19,0,1,36,5,2,0,2,1,3,5,2,56,0,1,0,0,58,58,58,0,0,42,42,3,42,42,42,42,7,15,18,2,1,7,23,8,5,38,3,44,0,25,17,19,11,40,4,0,33,10,9,5,11,9,104,46,58,107,49,58,6,7,3,4,3,5,59,54,28,4,3,2,1,1,3,28,25,11,2,4,1,3,2,2,31,29,17,1,6,2,2,4,0,5,10,8,19,24,3,26,0,4,42,32,44,0,4,38,22,35,0
2011,11063301406, ,8,Subsecção,17,17,0,17,0,0,0,17,0,0,9,8,0,0,2,9,0,0,0,1,1,2,2,16,1,0,0,0,17,17,17,0,0,13,13,0,13,13,13,13,1,5,5,2,0,1,7,5,0,10,1,13,0,5,7,4,5,11,1,1,10,1,5,1,5,4,37,19,18,38,20,18,1,3,4,3,3,3,22,19,5,0,2,3,2,2,2,11,9,2,1,1,1,1,1,1,11,10,3,1,2,3,2,2,0,4,10,2,5,7,0,8,1,2,16,5,11,0,2,14,14,13,1
2011,11063301407, ,8,Subsecção,24,24,0,24,0,0,0,23,1,0,10,14,0,0,13,4,0,0,1,0,1,3,2,24,0,0,0,0,24,24,24,0,0,20,20,0,20,20,20,20,0,9,7,4,0,1,12,2,2,19,1,20,0,10,9,11,3,18,2,0,16,5,4,2,3,6,44,22,22,53,27,26,2,1,1,0,0,6,33,27,16,2,0,0,0,0,4,18,14,7,0,1,1,0,0,2,15,13,9,0,1,1,0,0,0,4,9,2,10,9,1,18,1,1,24,16,23,0,7,17,6,21,1
2011,11063301408, ,8,Subsecção,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,3,1,2,3,1,2,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1,0,0,2,0,2,0
2011,11063301501, ,8,Subsecção,25,0,0,0,0,25,0,21,4,0,0,0,25,0,0,0,0,0,0,0,0,15,10,25,0,0,0,0,494,494,494,0,0,332,332,101,332,332,332,332,1,131,185,15,1,160,156,160,14,285,35,338,0,197,130,10,132,321,16,1,230,67,69,97,132,30,749,362,387,803,402,401,107,66,27,32,28,20,558,538,13,53,32,11,21,17,11,277,266,8,54,34,16,11,11,9,281,272,5,1,46,17,11,24,0,47,20,15,45,74,4,464,6,12,493,27,88,2,52,439,178,365,1
2011,11063301601, ,8,Subsecção,23,0,0,0,0,23,0,22,1,0,0,0,23,0,0,0,0,0,0,0,11,1,11,23,0,0,0,0,298,298,298,0,0,189,189,9,189,189,189,189,1,19,150,19,0,75,31,139,17,164,13,196,0,117,71,31,56,179,16,1,146,43,36,29,55,40,441,223,218,476,243,233,34,31,19,20,16,28,330,302,42,17,18,13,8,6,16,165,149,22,17,13,6,12,10,12,165,153,20,2,27,10,13,14,2,41,16,20,30,86,4,247,3,15,234,73,136,2,32,200,118,168,1
2011,11063301602, ,8,Subsecção,18,0,0,0,0,18,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,4,14,18,0,0,0,0,322,322,322,0,0,183,183,41,183,183,183,183,5,71,93,14,3,92,80,82,21,148,25,185,0,127,52,14,47,178,7,0,100,27,31,29,47,24,353,166,187,387,188,199,32,26,14,16,12,15,282,267,17,16,12,8,10,7,6,133,127,9,16,14,6,6,5,9,149,140,8,1,24,7,9,6,0,36,12,10,15,43,2,242,2,5,244,21,60,3,26,215,90,179,0
2011,11063301701, ,8,Subsecção,12,1,1,0,0,11,0,12,0,0,1,2,9,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,221,221,221,0,0,189,189,22,189,189,189,189,3,57,122,7,0,16,29,1,2,126,54,191,0,124,59,114,41,178,12,1,136,47,31,17,40,55,428,181,247,442,184,258,17,26,18,20,17,20,202,182,159,7,14,8,5,4,11,89,78,61,10,12,10,15,13,9,113,104,98,1,24,13,11,9,0,28,48,20,68,86,6,165,3,11,147,155,217,0,11,136,84,110,0
2011,11063301801, ,8,Subsecção,6,0,0,0,0,6,0,2,4,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,80,80,80,0,0,68,68,6,68,68,68,68,1,53,14,0,0,38,42,3,1,56,6,68,0,46,19,9,19,63,5,0,49,16,12,9,20,11,145,73,72,153,77,76,9,11,7,7,6,9,107,98,12,6,7,4,6,5,5,50,45,4,3,4,3,1,1,4,57,53,8,0,9,5,4,6,1,9,17,10,26,25,3,50,0,5,89,16,31,0,8,81,38,67,1
2011,11063301802, ,8,Subsecção,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,58,58,58,0,0,49,49,3,49,49,49,49,1,30,17,1,0,24,30,3,0,42,2,49,0,36,12,7,13,46,2,1,29,11,7,3,13,8,95,46,49,102,46,56,3,6,9,6,5,3,68,65,10,2,1,4,1,1,3,33,30,5,1,5,5,5,4,0,35,35,5,1,5,4,8,3,0,7,14,12,10,21,1,34,0,4,55,12,24,0,4,51,25,48,0
